repository_relative_path,scope,git_blob_oid,sha256,artifact_class,source,source_revision,rights_evidence_reference,modifications_made_by_project,required_notices,current_tree_disposition,historical_retention_disposition,privacy_security_disposition,decision_authority_role,decision_record_id,review_date
data/processed/sonnets_expanded_v4/poems/cino_signore_io_son_colui_che_vidi_amore.txt,current_tree,0e1508acc5ce3bca67eb2ae3dbe2ecd7dc1bfc35,b22d3cfd8b50d69881a2203424358cb10175e2b7f4a992f9c790ea06cea44638,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/cino_sta_nel_piacer_della_mia_donna_amore_iei.txt,current_tree,593d306aa2146aa2c7e6fe77039fd9d05f71a1c3,492b2be3c0395fb275524312435a09eaf9370125ac13ee7bf866a0c374de08b4,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/cino_tanta_è_l_angoscia_c_haggio_dentro_al_core.txt,current_tree,97d941d195dadb9c25c75618107ba65b81d70188,d3a309522a38f0c2a4bd9bf41a54e5de712a3a4ff0eec367244a85bf189915d7,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/cino_tu_che_sei_voce_che_lo_cor_conforte.txt,current_tree,f696c1816613ec4941d2db746f17ebe1565d86b3,eea9107cf86f3e78856209e9b9f6aa0cb01438d97a5ac449c7e2564677a1e749,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/cino_tutto_ciò_ch_altrui_piace_a_me_disgrada_iei.txt,current_tree,649b84f5f7e83a28809ffaf8cc5c6fecbbf50136,576758a40a0df414928df9de8280be5490c06a3c752f6986554cb1e7785aee21,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/cino_tutto_mi_salva_il_dolce_salutare.txt,current_tree,40bd48a60a4ece5d5c99b6d578cc3edf18282993,d04849a7414b7ff4c048ba55bdd3dc0b5ff0527d0bb12cff4aad75876098743a,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/cino_udite_la_cagion_de_miei_sospiri.txt,current_tree,ffd69f97570c05e4aacd4fadbf0bbb8e094fca64,bbcab9340ab5611f220aac120aec21efa0428613fe68776cbbf11f4d6e8059c0,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/cino_una_donna_mi_passa_per_la_mente.txt,current_tree,1d3b6fb158e758bb0e9b61248582422ca9132a81,c685ce7d34e11f024dceb487bebd494e85e6e127bd47ded0a0904061cb39f0d4,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/cino_una_gentil_piacevol_giovenella.txt,current_tree,3e9d453ba53cfc5939bfd6a763663fe2cadeb108,931553fb508c4148ba2d08185082492b48664927d3c0dda9104057547cecb3c8,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/cino_uomo_lo_cui_nome_per_effetto.txt,current_tree,1a2b339b96f8039c51c315283af07e78fb8ddb36,85e6266a185e82a0fe897e02cfbca337021ab5e58dacf56362fda924113f05ee,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/cino_uomo_smarrito_che_pensoso_vai.txt,current_tree,9f6e89c1551fd74c696bad283c88725e25d8403d,396021a412ef0fa72ffa7fe7ea6697d6e6efd890c87a25b9413601969060291b,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/cino_vedete_donne_bella_creatura.txt,current_tree,7dce75036f5d82fba86f8d5902b3afb684226202,7386e1e1637273e1b46024a9b065060d3be78a69d84419b1ca7893842333b934,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/cino_veduto_han_gli_occhi_miei_sì_bella_cosa.txt,current_tree,629da5bc56adf7c464387711989faab3afa8afd2,b36611f1ea719ec333ab48fa21c870b7e3feae19b25977ea68b524ab8fed3a2f,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/cino_vinta_e_lassa_era_già_l_anima_mia.txt,current_tree,0c495b3cfd18e9fc20fd020b65bdd6bc66bfa0ce,b8aeb727258c917c92fec882b4f7290abd876a54308bb827562c555524bd8a77,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_cv_se_vedi_li_occhi_miei_di_pianger_vaghi.txt,current_tree,352cf47bf954e11a6208292694dfd01a61c9d432,914e08fb32b81791f8eab1026bac7504db979b1ab995fe2eec37c8c13453247c,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_cvii_lassar_vo_lo_trovare_di_becchina.txt,current_tree,d16d1664538ba514638a3877ffd26525263633b2,b3f3c94a4118f90dc823050a06b6bb48a164fc7a243a3710d6e01f93ba7c5949,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_cviii_dante_alighier_s_i_son_bon_begolardo.txt,current_tree,b69f32bc88510f77209e1b72f5448585e9fafa4e,65668a6db9c2c86f4b7dc786b5cfea23b432fefdd1e6eb973097691c6740e4b2,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_cx_dante_quando_per_caso_s_abbandona.txt,current_tree,8ba78412fc7d92a58df58dfe1dcbaa83c2e62532,e728fb1ea2b25b3aa8c87dab6623c88e9a8a37752d0c0fe01096e66dc2acd4c2,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_cxi_io_sono_stato_con_amore_insieme.txt,current_tree,62defb2ba36584e9b39405a26820b50cc0f5bcd2,5e5001e68ec18473068fd0056e1c622c527d4e46edf2935f0946193703659bb0,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_cxii_cercando_di_trovar_minera_in_oro.txt,current_tree,962971bc68f06fe2749d8171c6beadecff1b84a3,97ac546e4b6a1e23c86ed817b0e5f0885e103d99d3afdc924e4f95c3e822260f,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_cxiii_degno_fa_voi_trovare_ogni_tesoro.txt,current_tree,131492bebe44280a00500c7fedb89565e5a1b158,ee9c89d0a066e85d2de25ae6d99dc63caa9c57546f163d4e58d452a46c5d68a2,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_cxiv_io_mi_credea_del_tutto_esser_partito.txt,current_tree,d41585f70be5388fe1b68b05ba81da74ad6eeb6d,ef338a5030a47396faad5192c413eee7312a81ddb330922494630a73f66c99ca,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_cxv_poi_ch_i_fu_dante_dal_mio_natal_sito.txt,current_tree,0a16ce81b5088fe19604b5f3d6f9f38ecba51cca,652025de6acc029b9b523c8ecb9f1789a4d6207002bbabf1efc2bfffe7aeb924,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_cxvii_per_quella_via_che_la_bellezza_corre.txt,current_tree,7a1748d70c84aa4ceac6587cdbf5b446003545ab,4f50415c1702c9783d92a6bb023d8c040fa7d6e979dadd70806898998cc01a26,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_cxviii_lisetta_voi_de_la_vergogna_storre.txt,current_tree,ba1fa857b9993ccf9fd6249dc958914050f1945a,e76362830fee4167f50a3ffade441c2da4163ea4cab54bce76f6acc483c6e1f6,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_i_a_ciascun_alma_presa_e_gentil_core.txt,current_tree,1db98973e73d513e3408bf72de7b9237306ce031,c4b6a6d455e76c9740c3d1072370aa94e33382d65dcd937b3ca12668fb6694a7,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_ii_vedeste_al_mio_parere_onne_valore.txt,current_tree,dc154441cd8a4054666d615a3dd80bf77ba743eb,df09cde57cfa48841e621dc3a46358598d8729c7b51bca9e2e2d6e8b97d166ef,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_iii_naturalmente_chere_ogni_amadore.txt,current_tree,5552c6bee901bbd72a21b2472eae88fc822f311d,b51f32ed7844f9d2dfecf2dc61126518280f92e6e2d1b59d2cff166e44c488b8,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_iv_di_ciò_che_stato_sei_dimandatore.txt,current_tree,18fa58ba4c108a977b727e63edc5dcb72503069d,86cb631e70614685b41305c8b1d05bd3fd52b13be27115f79f06351e5ec390c7,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_li_non_mi_poriano_già_mai_fare_ammenda.txt,current_tree,1e39dba8d12161a7558792b8a21243a1fa290cdd,cb88f215033dc75db3ee703b4e2ee29b4ddbcdd6c0f6c23c603b7b89c1c643b9,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_liii_s_io_fosse_quelli_che_d_amor_fu_degno.txt,current_tree,d0553e4f05724df22fe00089255694f60d2cd6a7,a3b167db8fe3550e9b1bc00b29203661df831f5d0b600c3678889985899f5f72,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lix_volgete_li_occhi_a_veder_chi_mi_tira.txt,current_tree,b95242df3bd5b02fc0791f75b8b37fb62fe285fa,354447b78534499d3a44f92710c3b45e2546b779a30a61277b774f046b4dc02b,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lv_dante_un_sospiro_messaggier_del_core.txt,current_tree,2b38539157e7054d120471b65844a7dee2d9bd0d,4afbdfb147a9a0a5465a2cb41ba3e6636112df7d91ca3508bbbc654d97485b32,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lviii_deh_violetta_che_in_ombra_d_amore.txt,current_tree,2fc24a56b5f2582219340d956d4471401c033aa1,fce021c31a6c6629651e66079f17ef2ddcecf671403f6010388d7a3388601f4e,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lx_deh_ragioniamo_insieme_un_poco_amore.txt,current_tree,825d9bc45fd1bc4d1445eea90e66c95f65ea9517,348b4b6496f1003c1e81f49859fcc30aacbf3a7a5480dcdee8386c88b6dd1220,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lxi_sonar_bracchetti_e_cacciatori_aizzare.txt,current_tree,e6b2875846d379a2a4d7547285f722cc10bb8464,3942ba3249f66749a245b54e610c253b6f87336aab8051a060da686e0283c165,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lxii_com_più_vi_fere_amor_co_suoi_vincastri.txt,current_tree,856a44b61164cb8e33c8ded54d3e80aa14f1f353,0766259f7a57857eefaa8aeab235c85caf5c5d3282b7d4cf773efb2383aaaaaa,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lxiii_sonetto_se_meuccio_t_è_mostrato.txt,current_tree,03aa9c2fd8103066a78523e7c99750f9618213fd,f05500edf7ef50717b4b099618d68cc0a7faa86d51f5137c4ba730227727549c,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lxiv_poi_che_traesti_infino_al_ferro_l_arco.txt,current_tree,a562e702978edcfc01c30bd07256788c4d769ca2,dc4ceb041ce2b4ae2368854fc81b3247f8f2ef68242742d44effa1d80a9e5f2b,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lxix_di_donne_io_vidi_una_gentile_schiera.txt,current_tree,dd3b33d638caca893f6546a5f41040d94f146ec8,04907944ae74313036056f28060f399a2e73bf5ab1b9f9a7811868af7be37b6c,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lxv_de_gli_occhi_de_la_mia_donna_si_move.txt,current_tree,9dd43a4058fe8578030f05b5ae4af6eb392634bd,8ee671dd2fc06b08734cda4405f5a123d7029a3f9c32e54e5f5ffaf1fc759bae,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lxvi_ne_le_man_vostre_gentil_donna_mia.txt,current_tree,8cfaf063b6ab2799dacb9d2689561aef954041eb,06de61fb321bd8e2f32d2ffae0d8ad014df4ccb469d2bcd402beed134060e222,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lxx_onde_venite_voi_così_pensose.txt,current_tree,3da82f655e4fdf7abe7d104f4857ef2d10aaf87a,d76e275bb07ab466ec33ea36c3d54d2a1cb50ff6ad156eeaa553cbe3261690ec,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lxxi_voi_donne_che_pietoso_atto_mostrate.txt,current_tree,fa1c9fa93de7bb12ce63c7ac9001e05bafba0bc2,27d0513c3339ee74f475706197667385e74e594c992bc096554ded9a298bfc47,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lxxii_un_dì_si_venne_a_me_malinconia.txt,current_tree,6eae83537eeb661cb758818518010d8b9fd0433e,84b66941cf71dd86d6b2d3f1042acfa98fbb55f0522ad98e55a1913d040aec09,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lxxiii_chi_udisse_tossir_la_mal_fatata.txt,current_tree,957fd33e739e9ca39c6563ddd9c671189b2f7e09,c87e093a8e895724440227172a0e16900b31cdb4684274878a66006231d65dba,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lxxiv_l_altra_notte_mi_venne_una_gran_tosse.txt,current_tree,f78fe7335d73fb948744d6aa209787d1719ac2c2,784bf58b85b9b4b59155f2ffbfb1bfba62cb91c19d88d4359e8d6187c7498f17,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lxxv_ben_ti_faranno_il_nodo_salamone.txt,current_tree,27fe414100d76d3df9df29254126e989b6fa808f,8177dddc9189d9c86f11fe6e43607302c315078549f4bd6bc085334ad57d49dd,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lxxvi_va_rivesti_san_gal_prima_che_dichi.txt,current_tree,d71053505e464d9a7b2deb08b53b5a9869a8a9a9,464c489ee087ed6902de8f3a9d8e21b568ef071e007a13415b2aa905ffe0e6f6,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lxxvii_bicci_novel_figliuol_di_non_so_cui.txt,current_tree,3cb2b98f4c01ac8fbc335ab53d45b4f9b9db64be,9fc07ab2a583fd26d22506562062a55c97eec35e1faf75b422307759c9a674f7,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lxxviii_ben_so_che_fosti_figliuol_d_alaghieri.txt,current_tree,ff237235fed52aba6426bcb1c9bce3a7251aa3f0,fac0151da65a1ff6a42134911bf9ed03a818670ac5ab4cbee1ae26103001c633,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lxxxiv_parole_mie_che_per_lo_mondo_siete.txt,current_tree,65dacb4af70f3fb4d648907d2b59e1ff893e4357,a3693122f41451c74a658dd82f2318cdfb18c9813502dbecfac3fa2d4dfd8187,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lxxxix_chi_guarderà_già_mai_sanza_paura.txt,current_tree,df18f153537b87785fec73400d41e7f20705b99c,c3da26f0bd79b40745dce37932dbc1405b88736ebbf693bbab75cd958c89559d,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lxxxv_o_dolci_rime_che_parlando_andate.txt,current_tree,fdcc1eca5d7e6aa304c38e939e6070db26775a33,c540d8873929da0cf194a4c2dba596364b827648de77d54702fdfe7e8cf6649e,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_lxxxvi_due_donne_in_cima_de_la_mente_mia.txt,current_tree,4be00fbad7d69118a7498614c12c7c2a51992bea,9cdc951ffbd0dcccfbbfd4dec0288381830ac1d23ca169cbe4f670efc5a3412f,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_vi_piangete_amanti_poi_che_piange_amore.txt,current_tree,474acad98b6c7c4ad74fb1d02bcd2ba210abf66e,0730dbc4a9dcfed9c01b2b204e13e0721985695751869df08eb7d444583816f8,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_viii_cavalcando_l_altr_ier_per_un_cammin.txt,current_tree,b1098b641a19625ff04521d37fafbbb29bc48611,8a58fe571ce5d77cb75a9f1c6cc8f6e54ef0bf254aa0cf00fe8a6f56e8a836b5,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_x_tutti_li_miei_penser_parlan_d_amore.txt,current_tree,1c434444b8adef115a621ee9162d54449e3574f3,b108992508d8fc2dd056bfa620eaf09dd90ba6903cdf2bcfec583cd5382ae5f9,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_xcii_dante_alleghier_d_ogni_senno_pregiato.txt,current_tree,4b85dad5c75be38f2f47e32b13114b8240e565e8,5934344b44dbeb5f23140970928ad060526afe3bf5fd0dd2156bf2c55bdf7fc9,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_xciii_io_dante_a_te_che_m_hai_così_chiamato.txt,current_tree,c744ddb01971dab214a7287bbae862a0636ee8db,111e1d07acbcf9e2811bf4921259c8000a1b4b60ab697b9541c1681ad5deeee9,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/sonnets_expanded_v4/poems/dante_xciv_novellamente_amor_mi_giura_e_dice.txt,current_tree,70bd9c107f2d1bf2638e92c5178df44d17e60601,8c468ee3c8876a03cba22b04c1dae1674da65e678c74605e8b60bbfe17bd2dd4,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
