record_id,title,author,landing_page_url,reference_edition,editor,translator,digitization_credit,layout_credit,publication_credit,revision_credit,license_label,license_url,book_license_terms_url,required_notice,modification_notice,downstream_note,activation_status
ll:2420619,Tributo alla memoria dell'insigne astronomo cavaliere Antonio Cagnoli veronese,Ippolito Pindemonte,https://liberliber.it/autori/autori-p/ippolito-pindemonte/tributo-alla-memoria-dellinsigne-astronomo-cavaliere-antonio-cagnoli-veronese/,"Tributo alla memoria dell'insigne astronomo cavaliere Antonio Cagnoli veronese / [Ippolito Pindemonte]. - In Verona : dalla Società tipografi-ca editrice, 1821. - [4], XII p. ; 8°",,,Piero Giuseppe Perduca,Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti",Claudio Paganelli,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2421341,Capelli biondi,Salvatore Farina,https://liberliber.it/autori/autori-f/salvatore-farina/capelli-biondi/,"Capelli biondi : romanzo / di Salvatore Farina. - Milano : Libreria ed. G. Brigola, 1876 (Milano : Tip. Sociale). - 334 p. ; 19 cm. - Prima ed. italiana.",,,"Distributed proofreaders, https://www.pgdp.net/",Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti",Barbara Magni,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2422536,Valsolda ; Poesia dispersa,Antonio Fogazzaro,https://liberliber.it/autori/autori-f/antonio-fogazzaro/valsolda-poesia-dispersa/,"Valsolda ; Poesia dispersa / A. Fogazzaro. - Torino : F. Casanova, 1886. - XVII, 137 p., [1] carta di tav. : ritratto ; 16 cm.",,,Piero Giuseppe Perduca,Umberto Galerati,"Claudio Paganelli, Claudia Pantanetti",Umberto Galerati,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2423213,Pe' belli occhi della gloria,Salvatore Farina,https://liberliber.it/autori/autori-f/salvatore-farina/pe-belli-occhi-della-gloria/,"Pe' belli occhi della gloria : scene quasi vere / Salvatore Farina. - Milano : A. Brigola & C., stampa 1887. - VIII, 294 p. : ill. ; 19 cm",,,"Distributed proofreaders, https://www.pgdp.net/",Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti",Barbara Magni,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2424764,L’ultima notte,Giustino Ferri,https://liberliber.it/autori/autori-f/giustino-ferri/lultima-notte/,"L’ultima notte / Leandro [i.e. Giustino L. Ferri]. - Roma: A. Sommaruga e C., 1884. - 259 p. ; 17 cm.",,,Paolo Alberti,"Paolo Alberti, Carlo F. Traverso (ePub) Marco Totolo (revisione ePub)","Catia Righi, Claudia Pantanetti, Ugo Santamaria (ePub)",Umberto Galerati,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2427167,Il 1. libro dei trittici,Alessandro Varaldo,https://liberliber.it/autori/autori-v/alessandro-varaldo/il-1-libro-dei-trittici/,"Il 1. libro dei trittici / Alessandro Varaldo, Mario Malfettani, Alessandro Giribaldi. - Bordighera : tip. P. Gibelli, 1897. - 1 v. ; 8º.",,,Catia Righi,Catia Righi,"Catia Righi, Claudia Pantanetti",Paolo Alberti,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2427968,Scene e descrizioni illustrate,Luigia Codemo,https://liberliber.it/autori/autori-c/luigia-codemo/scene-e-descrizioni-illustrate/,"Scene e descrizioni illustrate / Luigia Codemo Gerstenbrand. - Venezia : Tip. del commercio di Marco Visentini, 1871. - VII, 194 p. : ill. ; 27 cm.",,,Umberto Galerati,Umberto Galerati,"Claudio Paganelli, Claudia Pantanetti",Paola D'Amelio,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2428273,Marzo,Giuseppe Aurelio Costanzo,https://liberliber.it/autori/autori-c/giuseppe-aurelio-costanzo/marzo/,"Marzo : 6. centenario del Vespro siciliano : canto / di G. Aurelio Costanzo. - Roma ; Palermo : stab. tip. italiano Perelli, 1882. - XV p. ; 17 cm.",,,Piero Giuseppe Perduca,Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti, Gabriella Dodero",Claudio Paganelli,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2428649,L'incantesimo,Enrico Annibale Butti,https://liberliber.it/autori/autori-b/enrico-annibale-butti/lincantesimo/,"L'incantesimo : romanzo / Enrico Annibale Butti - Milano : Fratelli Treves, 1897. - 380 p. ; 19 cm.",,,"Distributed proofreaders, https://www.pgdp.net/",Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti",Barbara Magni,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2429560,Al polo australe in velocipede,Emilio Salgari,https://liberliber.it/autori/autori-s/emilio-salgari/al-polo-australe-in-velocipede/,"Al polo australe in velocipede / E. Salgari ; con 30 illustrazioni di G. Bruno e carta geografica del viaggio. - Torino : Paravia e Comp., [1896]. - 264 p., [1] carta di tav. : ill. ; 23 cm + [1] carta geografica",,,Distributed proofreaders,Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti",Claudio Paganelli,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2429750,Uomini e soldati,Giuseppe Cesare Abba,https://liberliber.it/autori/autori-a/giuseppe-cesare-abba/uomini-e-soldati/,"Uomini e soldati : letture per l'esercito e pel popolo / Giuseppe Cesare Abba. - Nuova ed. - Bologna : Zanichelli, 1913. - 299 p. ; 19 cm.",,,Gianluigi Trivia,Gianluigi Trivia,"Catia Righi, Claudia Pantanetti",Ruggero Volpes,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2429759,Le selve ardenti,Emilio Salgari,https://liberliber.it/autori/autori-s/emilio-salgari/le-selve-ardenti/,"Le selve ardenti : romanzo d'avventure / Emilio Salgari ; illustrato da 20 disegni di G. D'Amato. - Milano : Sonzogno, stampa 1937 (Tip. A. Matarelli)- 254 p. : ill. ; 23 cm.",,,Mario Sciubba Caniglia,Mario Sciubba Caniglia,"Claudio Paganelli, Claudia Pantanetti",Claudio Paganelli,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2430576,Prima di partire,Enrico Castelnuovo,https://liberliber.it/autori/autori-c/enrico-castelnuovo/prima-di-partire/,"Prima di partire : nuovi racconti / di Enrico Castelnuovo. - Milano : Fratelli Treves, 1896. - 362 p. ; 18 cm",,,"Distributed proofreaders, https://www.pgdp.net/",Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti",Barbara Magni,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2430808,Terremoto,Parmenio Bettoli,https://liberliber.it/autori/autori-b/parmenio-bettoli/terremoto/,"Terremoto : storia del secolo 16. / Parmenio Bettòli. - Milano : Galli e Omodei, 1878. - 522 p. ; 20 cm.",,,Distributed proofreaders,Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti",Barbara Magni,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2431029,I ragazzi d'una volta e i ragazzi d'adesso,Marchesa Colombi (alias Maria Antonietta Torriani Torelli-Viollier),https://liberliber.it/autori/autori-m/marchesa-colombi-alias-maria-antonietta-torriani-torelli-viollier/i-ragazzi-duna-volta-e-i-ragazzi-dadesso/,"I ragazzi d'una volta e i ragazzi d'adesso / Marchesa Colombi. - Milano : Galli, 1888. - 258 p. ; 18 cm.",,,Distributed proofreaders,Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti",Barbara Magni,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2431320,Il duca di Fonteschiavi,Giustino Ferri,https://liberliber.it/autori/autori-f/giustino-ferri/il-duca-di-fonteschiavi/,"Il duca di Fonteschiavi / di Leandro. – Roma : A. Sommaruga, 1884. - 195 p. ; 16 cm.",,,Umberto Galerati,Umberto Galerati Carlo F. Traverso (ePub) Marco Totolo (revisione ePub),Claudia Pantanetti Ugo Santamaria (ePub),Paolo Alberti,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2431658,Il signor Io,Salvatore Farina,https://liberliber.it/autori/autori-f/salvatore-farina/il-signor-io/,"Il signor Io / Salvatore Farina. - 3. ed. illustrata. - Milano : Alfredo Brigola, stampa 1883. - 185 p. : ill. ; 19 cm.",,,Distributed proofreaders,Barbara Magni,"Claudio Paganelli, Claudia Pantanetti",Claudio Paganelli,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2432144,Luigia Sanfelice,Francesco Mastriani,https://liberliber.it/autori/autori-m/francesco-mastriani/luigia-sanfelice/,"Luigia Sanfelice : romanzo storico / Francesco Mastriani. - Napoli : stab. tip. della Sirena, 1870. – 3 v.(158, 143, 133 p.) ; 19 cm.",,,Alberto Oliva,Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti",Claudio Paganelli,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2432614,La partenza del crociato ovvero Il prode Anselmo,Giovanni Visconti Venosta,https://liberliber.it/autori/autori-v/giovanni-visconti-venosta/la-partenza-del-crociato-ovvero-il-prode-anselmo/,"La partenza del crociato ovvero Il prode Anselmo / di Giovanni Visconti Venosta. – In: Ricordi di gioventù : cose vedute o sapute, 1847-1860 / Giovanni Visconti Venosta. - Milano : Tip. editrice L. F. Cogliati, 1906. - p. 357-360",,,https://it.wikisource.org,Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti",Claudio Paganelli,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2432975,Il muto di Gallura,Enrico Costa,https://liberliber.it/autori/autori-c/enrico-costa/il-muto-di-gallura/,"Il muto di Gallura : racconto storico sardo / Enrico Costa. - Tempio : Tip. G. Tortu, 1912. - 198 p. ; 21 cm",,,Distributed proofreaders,Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti",Barbara Magni,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2434278,Fra le corde d'un contrabasso,Salvatore Farina,https://liberliber.it/autori/autori-f/salvatore-farina/fra-le-corde-dun-contrabasso/,"Fra le corde d'un contrabasso : racconto / Salvatore Farina. - 2. ed. - Milano : A. Brigola e C., stampa 1882. - 79 p. ; 19 cm.",,,Distributed proofreaders,Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti",Barbara Magni,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2435088,Da Sassari a Cagliari e viceversa,Enrico Costa,https://liberliber.it/autori/autori-c/enrico-costa/da-sassari-a-cagliari-e-viceversa/,"Da Sassari a Cagliari e viceversa : guida-racconto ; coll'aggiunta del viaggio in omnibus Da Macomer a Bosa / Enrico Costa. - 3. ed. - Sassari : Giuseppe Dessi, 1902. - 223 p. ; 20 cm.",,,Distributed proofreaders,Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti",Barbara Magni,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2435194,Il mio ultimo amico,Edmondo De Amicis,https://liberliber.it/autori/autori-d/edmondo-de-amicis/il-mio-ultimo-amico/,"Il mio ultimo amico / Edmondo De Amicis ; [con illustrazioni di C. Sarri]. - Palermo : Salvatore Biondo, 1900. - 56 p. : ill. ; 20 cm.",,,Michele De Russi,Michele De Russi Gabriella Dodero,Claudia Pantanetti,Gabriella Dodero,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2435995,Il quaderno della zia,Enrico Castelnuovo,https://liberliber.it/autori/autori-c/enrico-castelnuovo/il-quaderno-della-zia/,"Il quaderno della zia : Novella / di Enrico Castelnuovo. - Milano : Coi tipi della Perseveranza, 1872. - 388 p. ; 20 cm.",,,Distributed proofreaders,Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti",Barbara Magni,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2438498,Roma sentimentale,Diego Angeli,https://liberliber.it/autori/autori-a/diego-angeli/roma-sentimentale/,"Roma sentimentale / Diego Angeli ; fotografie di A. Ducros, G. Primoli e altri ; incisioni del prof. Ballarini. - Roma: Enrico Voghera, 1900 - 199 p.: ill.; 15 cm.",,,Umberto Galerati,Umberto Galerati,Claudia Pantanetti,Claudia Pantanetti,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2439362,I miei racconti,Enrico Panzacchi,https://liberliber.it/autori/autori-p/enrico-panzacchi/i-miei-racconti/,"I miei racconti / Enrico Panzacchi. - 7. ed. aumentata. - Milano : Fratelli Treves, 1900. - 344 p., 1 ritratto ; 19 cm.",,,Distributed proofreaders,Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti",Barbara Magni,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2439395,Rovine,Giovanni Faldella,https://liberliber.it/autori/autori-f/giovanni-faldella/rovine/,"Rovine / Giovanni Faldella. - Milano : Tipografia ed. lombarda, stampa 1879. - 211 p. ; 19 cm",,,Distributed proofreaders,Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti",Barbara Magni,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2440440,La Costa d'Avorio,Emilio Salgari,https://liberliber.it/autori/autori-s/emilio-salgari/la-costa-davorio/,"La Costa d'Avorio : avventure / Emilio Salgari ; illustrate da 18 disegni fuori testo di G. Gamba. - Genova : Donath, 1898. - 250 p., [18] c. di tav. : ill. ; 25 cm.",,,Distributed proofreaders,Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti",Claudio Paganelli,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2440693,Monsù Tomè,Anton Giulio Barrili,https://liberliber.it/autori/autori-b/anton-giulio-barrili/monsu-tome/,"Monsù Tomè / racconto di Anton Giulio Barrili. - Milano : F.lli Treves, 1885. - 349 p. ; 19 cm.",,,Distributed proofreaders,Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti","Barbara Magni, Claudio Paganelli","Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2441114,Il Marchese del Grillo ; Gaetanino,Raffaello Giovagnoli,https://liberliber.it/autori/autori-g/raffaello-giovagnoli/il-marchese-del-grillo-gaetanino/,"Il Marchese del Grillo ; Gaetanino : leggende romane / R. Giovagnoli. - Roma: Edoardo Perino, 1887. - 141 p. ; 16 cm.",,,Umberto Galerati,Umberto Galerati,Claudia Pantanetti,Ruggero Volpes,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2441338,"Il prete, il carabiniere e la vittima",Nicola Del Vecchio,https://liberliber.it/autori/autori-d/nicola-del-vecchio/il-prete-il-carabiniere-e-la-vittima/,"Il prete, il carabiniere e la vittima : romanzo sociale / per Nicola Del Vecchio. - Napoli : G. de Martino, 1867. - 281 p. ; 16 cm.",,,Alberto Oliva,Gabriella Dodero,Claudia Pantanetti,Gabriella Dodero,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
