poem_id,title_or_first_line,author,displayed_author,source_archive,source_collection,source_subcollection,source_url,source_revision_id,source_revision_timestamp,downloaded_at_utc,source_edition,license_notes,period,form,form_evidence,count_method,attribution_status,line_count_raw,line_count_clean,raw_text_path,clean_text_path,include_in_core_pre_petrarch,include_in_expanded_with_petrarch,include_in_training,split_core_pre_petrarch,split_expanded_with_petrarch,editorial_brackets_removed,line_markers_removed,cleaning_notes,audit_notes
guittone_in_fede_mia_che_n_amor_grande_aiuto,"In fede mia, che 'n amor grande aiuto",Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,"https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/In_fede_mia,_che_%27n_amor_grande_aiuto",,,2026-06-02T18:02:59+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_in_fede_mia_che_n_amor_grande_aiuto.txt,True,True,True,validation,validation,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_con_più_m_allungo_più_m_è_prossimana,"Con più m'allungo, più m'è prossimana",Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,"https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Con_pi%C3%B9_m%27allungo,_pi%C3%B9_m%27%C3%A8_prossimana",,,2026-06-02T18:03:00+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_con_più_m_allungo_più_m_è_prossimana.txt,True,True,True,validation,validation,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_gioi_amorosa_amor_sempre_lontano,"Gioi amorosa, amor, sempre lontano",Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,"https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Gioi_amorosa,_amor,_sempre_lontano",,,2026-06-02T18:03:02+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_gioi_amorosa_amor_sempre_lontano.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_ahi_dolze_cosa_perfetta_speranza,"Ahi dolze cosa, perfetta speranza",Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,"https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Ahi_dolze_cosa,_perfetta_speranza",,,2026-06-02T18:03:03+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_ahi_dolze_cosa_perfetta_speranza.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_lontano_son_de_gioi_e_gioi_de_mene,Lontano son de gioi e gioi de mene,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Lontano_son_de_gioi_e_gioi_de_mene,,,2026-06-02T18:03:05+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_lontano_son_de_gioi_e_gioi_de_mene.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_gioia_amorosa_amor_pensando_quanto,"Gioia amorosa, amor, pensando quanto",Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,"https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Gioia_amorosa,_amor,_pensando_quanto",,,2026-06-02T18:03:06+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_gioia_amorosa_amor_pensando_quanto.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_deporto_e_gioia_nel_meo_core_apporta,Deporto - e gioia nel meo core apporta,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Deporto_-_e_gioia_nel_meo_core_apporta,,,2026-06-02T18:03:08+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_deporto_e_gioia_nel_meo_core_apporta.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_de_coralmente_amar_mai_non_dimagra,De coralmente amar mai non dimagra,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/De_coralmente_amar_mai_non_dimagra,,,2026-06-02T18:03:09+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_de_coralmente_amar_mai_non_dimagra.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_già_lungiamente_sono_stato_punto,Già lungiamente sono stato punto,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Gi%C3%A0_lungiamente_sono_stato_punto,,,2026-06-02T18:03:11+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_già_lungiamente_sono_stato_punto.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_de_valoroso_voler_coronata,De valoroso voler coronata,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/De_valoroso_voler_coronata,,,2026-06-02T18:03:12+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_de_valoroso_voler_coronata.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_villana_donna_non_mi_ti_disdire,"Villana donna, non mi ti disdire",Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,"https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Villana_donna,_non_mi_ti_disdire",,,2026-06-02T18:03:14+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_villana_donna_non_mi_ti_disdire.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_non_mi_disdico_villan_parladore,"Non mi disdico, villan parladore",Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,"https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Non_mi_disdico,_villan_parladore",,,2026-06-02T18:03:15+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_non_mi_disdico_villan_parladore.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_a_certo_mala_donna_mal_accatto,"A certo, mala donna, mal' accatto",Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,"https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/A_certo,_mala_donna,_mal%27_accatto",,,2026-06-02T18:03:17+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_a_certo_mala_donna_mal_accatto.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_così_ti_doni_dio_mala_ventura,Così ti doni Dio mala ventura,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Cos%C3%AC_ti_doni_Dio_mala_ventura,,,2026-06-02T18:03:18+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_così_ti_doni_dio_mala_ventura.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_ahi_deo_chi_vidde_donna_vizïata,"Ahi Deo, chi vidde donna vizïata",Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,"https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Ahi_Deo,_chi_vidde_donna_viz%C3%AFata",,,2026-06-02T18:03:20+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_ahi_deo_chi_vidde_donna_vizïata.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_or_son_maestra_di_villan_parlare,Or son maestra di villan parlare,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Or_son_maestra_di_villan_parlare,,,2026-06-02T18:03:21+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_or_son_maestra_di_villan_parlare.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_me_piace_dir_como_sento_d_amore,Me piace dir como sento d'amore,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Me_piace_dir_como_sento_d%27amore,,,2026-06-02T18:03:23+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_me_piace_dir_como_sento_d_amore.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_esto_amor_non_è_tutti_comunale,Esto amor non è tutti comunale,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Esto_amor_non_%C3%A8_tutti_comunale,,,2026-06-02T18:03:24+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_esto_amor_non_è_tutti_comunale.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_è_soa_natura_e_so_poder_d_amore,È soa natura e so poder d'amore,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/%C3%88_soa_natura_e_so_poder_d%27amore,,,2026-06-02T18:03:26+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_è_soa_natura_e_so_poder_d_amore.txt,True,True,True,test,test,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_lo_modo_de_l_amante_essere_dia,Lo modo de l'amante essere dia,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Lo_modo_de_l%27amante_essere_dia,,,2026-06-02T18:03:27+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_lo_modo_de_l_amante_essere_dia.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_perché_diversi_casi_son_convene,"Perché diversi casi son, convene",Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,"https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Perch%C3%A9_diversi_casi_son,_convene",,,2026-06-02T18:03:29+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_perché_diversi_casi_son_convene.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_eo_non_credera_già_ch_alcuno_amante,Eo non credera già ch'alcuno amante,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Eo_non_credera_gi%C3%A0_ch%27alcuno_amante,,,2026-06-02T18:03:30+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_eo_non_credera_già_ch_alcuno_amante.txt,True,True,True,validation,validation,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_or_dirà_l_omo_già_che_lo_podere,Or dirà l'omo già che lo podere,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Or_dir%C3%A0_l%27omo_gi%C3%A0_che_lo_podere,,,2026-06-02T18:03:32+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_or_dirà_l_omo_già_che_lo_podere.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_or_torno_a_dir_che_l_amante_ave_a_fare,Or torno a dir che l'amante ave a fare,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Or_torno_a_dir_che_l%27amante_ave_a_fare,,,2026-06-02T18:03:34+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_or_torno_a_dir_che_l_amante_ave_a_fare.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_or_chi_dirà_o_ver_chi_farà_dire,"Or chi dirà, o ver chi farà dire",Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,"https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Or_chi_dir%C3%A0,_o_ver_chi_far%C3%A0_dire",,,2026-06-02T18:03:35+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_or_chi_dirà_o_ver_chi_farà_dire.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_ed_en_ciascuna_volsi_conto_e_saggio,Ed en ciascuna volsi conto e saggio,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Ed_en_ciascuna_volsi_conto_e_saggio,,,2026-06-02T18:03:36+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_ed_en_ciascuna_volsi_conto_e_saggio.txt,True,True,True,test,test,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_dica_o_dir_faccia_a_lei_che_sormaggio_ène,"Dica, o dir faccia, a lei che sormaggio ène",Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,"https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Dica,_o_dir_faccia,_a_lei_che_sormaggio_%C3%A8ne",,,2026-06-02T18:03:38+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_dica_o_dir_faccia_a_lei_che_sormaggio_ène.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_ver_la_maggio_si_vol_quasi_tenere,Ver la maggio si vol quasi tenere,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Ver_la_maggio_si_vol_quasi_tenere,,,2026-06-02T18:03:39+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_ver_la_maggio_si_vol_quasi_tenere.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_e_lei_ched_è_si_par_com_aggio_detto,"E lei ched è si par, com'aggio detto",Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,"https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/E_lei_ched_%C3%A8_si_par,_com%27aggio_detto",,,2026-06-02T18:03:41+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_e_lei_ched_è_si_par_com_aggio_detto.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_modo_ci_è_anche_d_altra_condizione,Modo ci è anche d'altra condizione,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Modo_ci_%C3%A8_anche_d%27altra_condizione,,,2026-06-02T18:03:42+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_modo_ci_è_anche_d_altra_condizione.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_similemente_vole_ch_om_s_enfeggia,Similemente vole ch'om s'enfeggia,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Similemente_vole_ch%27om_s%27enfeggia,,,2026-06-02T18:03:44+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_similemente_vole_ch_om_s_enfeggia.txt,True,True,True,test,test,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_in_che_modo_po_l_om_sì_dire_e_fare,In che modo po l'om sì dire e fare,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/In_che_modo_po_l%27om_s%C3%AC_dire_e_fare,,,2026-06-02T18:03:45+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_in_che_modo_po_l_om_sì_dire_e_fare.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_chi_no_è_conto_de_fare_altro_viaggio,Chi no è conto de' fare altro viaggio,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Chi_no_%C3%A8_conto_de%27_fare_altro_viaggio,,,2026-06-02T18:03:47+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_chi_no_è_conto_de_fare_altro_viaggio.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_quando_la_donna_ha_n_oste_o_n_altro_lato,Quando la donna ha 'n oste o 'n altro lato,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Quando_la_donna_ha_%27n_oste_o_%27n_altro_lato,,,2026-06-02T18:03:48+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_quando_la_donna_ha_n_oste_o_n_altro_lato.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_anche_si_può_l_amante_inamicare,Anche si può l'amante inamicare,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Anche_si_pu%C3%B2_l%27amante_inamicare,,,2026-06-02T18:03:50+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_anche_si_può_l_amante_inamicare.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_me_pare_aver_ben_dimostrata_via,Me pare aver ben dimostrata via,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Me_pare_aver_ben_dimostrata_via,,,2026-06-02T18:03:51+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_me_pare_aver_ben_dimostrata_via.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
guittone_con_prego_e_con_merzé_e_con_servire,Con prego e con merzé e con servire,Guittone d'Arezzo,Guittone d'Arezzo,Italian Wikisource,Rime (Guittone d'Arezzo),Sonetti d’amore,https://it.wikisource.org/wiki/Rime_(Guittone_d%27Arezzo)/Con_prego_e_con_merz%C3%A9_e_con_servire,,,2026-06-02T18:03:53+00:00,"Francesco Egidi, Laterza, Bari, 1940",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,explicit sonnet section in source index,explicit_index_section,secure,16,14,,data/processed/sonnets_expanded_v3/poems/guittone_con_prego_e_con_merzé_e_con_servire.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
