object_id,wordpress_id,title,authors,periods,genres,languages,source_publisher,source_publication_place,source_publication_date,source_identifier,family_key,canonical_status,canonical_object_id,role,role_reason,estimated_characters,estimated_min_tokens,estimated_max_tokens,landing_page_url,xml_url
bibit000293,135540,Nuova cronica,"Villani, Giovanni",300,Testi storici e storiografici,ita,Fondazione Pietro Bembo,[S.l.],[1990],IT\ICCU\CFI\0135074,villani giovanni::nuova cronica,selected,bibit000293,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",287001,71750,95667,http://www.bibliotecaitaliana.it/scheda/bibit000293,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000293
bibit001426,137688,Pasitea,"Visconti, Gasparo",400,Letteratura teatrale,ita,UTET,Torino,1983,IT\ICCU\SBL\0620688,visconti gasparo::pasitea,selected,bibit001426,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",46545,11636,15515,http://www.bibliotecaitaliana.it/scheda/bibit001426,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001426
bibit000538,136008,"Varie avvertenze utili, e necessarie agli amatori de' buoni libri","Volpi, Gaetano",700,Trattati,ita,appresso Giuseppe Comino,In Padova,1756,IT\ICCU\TO0E\007136,volpi gaetano::varie avvertenze utili e necessarie agli amatori de buoni libri,selected,bibit000538,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",445095,111273,148365,http://www.bibliotecaitaliana.it/scheda/bibit000538,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000538
bibit001212,137288,Discorso della tragedia,"Zinano, Gabriele",500,Trattati,ita,Laterza,Roma [etc.],1970-1974,IT\ICCU\RAV\0202129,zinano gabriele::discorso della tragedia,selected,bibit001212,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit001212,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001212
bibit000145,135250,Il viandante,"Zinano, Gabriele",500,Trattati,ita,,,,,zinano gabriele::il viandante,selected,bibit000145,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit000145,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000145
bibit000791,136492,Relazione di Germania (1671),"Zorzi, Marino",600,Documenti,ita,Bottega d'Erasmo,Torino,1965,IT\ICCU\CFI\0029144,zorzi marino::relazione di germania 1671,selected,bibit000791,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",79160,19790,26387,http://www.bibliotecaitaliana.it/scheda/bibit000791,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000791
bibit000839,136586,Della ragione di stato,"Zuccolo, Ludovico",600,Trattati,ita,Laterza,Bari,1930,IT\ICCU\LIA\0069320,zuccolo ludovico::della ragione di stato,selected,bibit000839,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",37921,9480,12641,http://www.bibliotecaitaliana.it/scheda/bibit000839,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000839
bibit000665,136256,"Il Belluzzi, o vero la città felice","Zuccolo, Ludovico",600,Trattati,ita,Colombo,[Roma],1944,IT\ICCU\RAV\0276525,zuccolo ludovico::il belluzzi o vero la citta felice,selected,bibit000665,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",37921,9480,12641,http://www.bibliotecaitaliana.it/scheda/bibit000665,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000665
bibit001129,137134,"Il molino, o vero della amicizia scambievole fra' cittadini","Zuccolo, Ludovico",600,Trattati,ita,Colombo,[Roma],1944,IT\ICCU\RAV\0276525,zuccolo ludovico::il molino o vero della amicizia scambievole fra cittadini,selected,bibit001129,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",37921,9480,12641,http://www.bibliotecaitaliana.it/scheda/bibit001129,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001129
bibit001702,138214,"Il porto, o vero della repubblica d'Evandria","Zuccolo, Ludovico",600,Trattati,ita,Colombo,[Roma],1944,IT\ICCU\RAV\0276525,zuccolo ludovico::il porto o vero della repubblica d evandria,selected,bibit001702,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",53742,13435,17914,http://www.bibliotecaitaliana.it/scheda/bibit001702,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001702
bibit001336,137520,L'aromatario,"Zuccolo, Ludovico",600,Trattati,ita,Colombo,[Roma],1944,IT\ICCU\RAV\0276525,zuccolo ludovico::l aromatario,selected,bibit001336,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",37921,9480,12641,http://www.bibliotecaitaliana.it/scheda/bibit001336,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001336
bibit001300,137452,Ottave,"Accolti, Bernardo",500,Poesia,ita,Salerno editrice,Roma,1996,IT\ICCU\SBL\0345528,accolti bernardo::ottave,selected,bibit001300,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit001300,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001300
bibit001583,137986,Avarchide,"Alamanni, Luigi",500,Poesia,ita,Giuseppe Antonelli,Venezia,1841-1842,IT\ICCU\TO0\0959067,alamanni luigi::avarchide,selected,bibit001583,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit001583,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001583
bibit000656,136238,Della coltivazione,"Alamanni, Luigi",500,Poesia,ita,Le Monnier,Firenze,1859,IT\ICCU\LIA\0012051,alamanni luigi::della coltivazione,selected,bibit000656,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit000656,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000656
bibit000429,135800,Linguaccio,"Alessandri, Baldassarre Olimpo degli",500,Poesia,ita,Centro culturale Baldassarre Olimpo,Sassoferrato,1993,IT\ICCU\VEA\0130765,alessandri baldassarre olimpo degli::linguaccio,selected,bibit000429,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit000429,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000429
bibit000014,134992,Agide,"Alfieri, Vittorio",700,Poesia,ita,Sansoni,Firenze,1985,IT\ICCU\CFI\0021280,alfieri vittorio::agide,selected,bibit000014,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,37647,9411,12549,http://www.bibliotecaitaliana.it/scheda/bibit000014,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000014
bibit000019,135002,Commedia,"Alighieri, Dante",300,Poesia,ita,Mondadori ; [poi] Le Lettere,Milano ; [poi] Firenze,1994,IT\ICCU\RAV\0236189,alighieri dante::commedia,selected,bibit000019,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,510780,127695,170260,http://www.bibliotecaitaliana.it/scheda/bibit000019,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000019
bibit001448,137732,Detto d'amore,"Alighieri, Dante",200,Poesia,ita,A. Mondadori,Milano,1984,IT\ICCU\MOD\0089244,alighieri dante::detto d amore,selected,bibit001448,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,31641,7910,10547,http://www.bibliotecaitaliana.it/scheda/bibit001448,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001448
bibit000213,135384,Il Fiore,"Alighieri, Dante",200,Poesia,ita,A. Mondadori,Milano,1984,IT\ICCU\MOD\0089244,alighieri dante::il fiore,selected,bibit000213,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,31641,7910,10547,http://www.bibliotecaitaliana.it/scheda/bibit000213,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000213
bibit000744,136402,Le Metamorfosi di Ovidio,"Anguillara, Giovanni Andrea dell'",500,Poesia,ita,appresso Francesco de Franceschi,In Venetia,1563,IT\ICCU\BVEE\006173,anguillara giovanni andrea dell::le metamorfosi di ovidio,selected,bibit000744,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit000744,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000744
bibit001075,137032,Opera nova,"Aretino, Pietro",500,Poesia,ita,Salerno editrice,Roma,1992,IT\ICCU\CFI\0211537,aretino pietro::opera nova,selected,bibit001075,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit001075,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001075
bibit000251,135458,Stanze in lode di Angela Serena,"Aretino, Pietro",500,Poesia,ita,Salerno editrice,Roma,stampa 1992,IT\ICCU\CFI\0211537,aretino pietro::stanze in lode di angela serena,selected,bibit000251,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit000251,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000251
bibit001223,137308,Strambotti a la villanesca,"Aretino, Pietro",500,Poesia,ita,Salerno editrice,Roma,stampa 1992,IT\ICCU\CFI\0211537,aretino pietro::strambotti a la villanesca,selected,bibit001223,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit001223,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001223
bibit000026,135016,Cinque canti,"Ariosto, Ludovico",500,Poesia,ita,R. Ricciardi,Milano [ecc.],1954,IT\ICCU\RAV\0121037,ariosto ludovico::cinque canti,selected,bibit000026,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit000026,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000026
bibit001135,137146,Orlando Furioso 1532,"Ariosto, Ludovico",500,Poesia,ita,Francesco Rosso da Valenza,Ferrara,1532,IT\ICCU\CFIE\001473,ariosto ludovico::orlando furioso,selected,bibit001135,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,1433624,358406,477875,http://www.bibliotecaitaliana.it/scheda/bibit001135,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001135
bibit000025,135014,Satire,"Ariosto, Ludovico",500,Poesia,ita,R. Ricciardi,Milano [ecc.],1954,IT\ICCU\RAV\0121037,ariosto ludovico::satire,selected,bibit000025,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit000025,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000025
bibit001421,137678,Egloghe miste,"Baldi, Bernardino",500,Poesia,ita,RES,Torino,1992,IT\ICCU\MIL\0126474,baldi bernardino::egloghe miste,selected,bibit001421,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit001421,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001421
bibit001464,137762,Il Damone,"Baldini, Sebastiano",600,Poesia,ita,,,,,baldini sebastiano::il damone,selected,bibit001464,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,27699,6924,9233,http://www.bibliotecaitaliana.it/scheda/bibit001464,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001464
bibit000277,135510,Lo schiavo liberato,"Baldini, Sebastiano",600,Poesia,ita,Garland Publishing,New York ; London,1986,IT\ICCU\VEA\0044735,baldini sebastiano::lo schiavo liberato,selected,bibit000277,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,27699,6924,9233,http://www.bibliotecaitaliana.it/scheda/bibit000277,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000277
bibit000985,136862,Stanze,"Bembo, Pietro",500,Poesia,ita,TEA,Milano,[1993],IT\ICCU\AQ1\0012771,bembo pietro::stanze,selected,bibit000985,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit000985,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000985
bibit000045,135054,Amorosa visione,"Boccaccio, Giovanni",300,Poesia,ita,Mondadori,Milano,1974,IT\ICCU\MIL\0103406,boccaccio giovanni::amorosa visione,selected,bibit000045,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,73533,18383,24511,http://www.bibliotecaitaliana.it/scheda/bibit000045,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000045
bibit000044,135052,Caccia di Diana,"Boccaccio, Giovanni",300,Poesia,ita,Mondadori,Milano,1967,IT\ICCU\MIL\0103397,boccaccio giovanni::caccia di diana,selected,bibit000044,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,73533,18383,24511,http://www.bibliotecaitaliana.it/scheda/bibit000044,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000044
bibit001339,137526,Canzoni del Decameron,"Boccaccio, Giovanni",300,Poesia,ita,Mondadori,Milano,1976,IT\ICCU\MIL\0103409,boccaccio giovanni::canzoni del decameron,selected,bibit001339,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,73533,18383,24511,http://www.bibliotecaitaliana.it/scheda/bibit001339,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001339
bibit000738,136390,Comedia delle ninfe fiorentine,"Boccaccio, Giovanni",300,Poesia,ita,Sansoni,Firenze,1963,T\ICCU\SBL\0274719,boccaccio giovanni::comedia delle ninfe fiorentine,selected,bibit000738,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,73533,18383,24511,http://www.bibliotecaitaliana.it/scheda/bibit000738,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000738
bibit000046,135056,Filostrato,"Boccaccio, Giovanni",300,Poesia,ita,A. Mondadori,Milano,1964,IT\ICCU\VIA\0035680,boccaccio giovanni::filostrato,selected,bibit000046,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,73533,18383,24511,http://www.bibliotecaitaliana.it/scheda/bibit000046,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000046
bibit000047,135058,Ninfale fiesolano,"Boccaccio, Giovanni",300,Poesia,ita,A. Mondadori,Milano,1974,IT\ICCU\VIA\0035681,boccaccio giovanni::ninfale fiesolano,selected,bibit000047,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,73533,18383,24511,http://www.bibliotecaitaliana.it/scheda/bibit000047,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000047
bibit000041,135046,Teseida,"Boccaccio, Giovanni",300,Poesia,ita,A. Mondadori,Milano,1964,IT\ICCU\VIA\0035680,boccaccio giovanni::teseida,selected,bibit000041,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,73533,18383,24511,http://www.bibliotecaitaliana.it/scheda/bibit000041,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000041
bibit001251,137362,Ragguagli di Parnaso,"Boccalini, Traiano",600,Poesia,ita,G. Laterza e Figli,Bari,1948,IT\ICCU\CUB\0107852,boccalini traiano::ragguagli di parnaso,selected,bibit001251,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,27699,6924,9233,http://www.bibliotecaitaliana.it/scheda/bibit001251,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001251
bibit000048,135060,Amorum libri,"Boiardo, Matteo Maria",400,Poesia,ita,Laterza,Bari,1962,IT\ICCU\IEI\0032442,boiardo matteo maria::amorum libri,selected,bibit000048,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,140425,35106,46809,http://www.bibliotecaitaliana.it/scheda/bibit000048,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000048
bibit001591,138002,I tarocchi,"Boiardo, Matteo Maria",400,Poesia,ita,Bulzoni,Roma,c1996,IT\ICCU\LO1\0419317,boiardo matteo maria::i tarocchi,selected,bibit001591,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,140425,35106,46809,http://www.bibliotecaitaliana.it/scheda/bibit001591,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001591
bibit000049,135062,Orlando innamorato,"Boiardo, Matteo Maria",400,Poesia,ita,UTET,Torino,1963,IT\ICCU\MOD\0089293,boiardo matteo maria::orlando innamorato,selected,bibit000049,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,1301590,325397,433864,http://www.bibliotecaitaliana.it/scheda/bibit000049,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000049
bibit000380,135706,Pastorale,"Boiardo, Matteo Maria",400,Poesia,ita,Laterza,Bari,1962,IT\ICCU\IEI\0032442,boiardo matteo maria::pastorale,selected,bibit000380,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,140425,35106,46809,http://www.bibliotecaitaliana.it/scheda/bibit000380,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000380
bibit001041,136970,Capitoli letterari,"Bolognetti, Francesco",500,Poesia,ita,Federico e Ardia,Napoli,stampa 1989,IT\ICCU\LO1\0023016,bolognetti francesco::capitoli letterari,selected,bibit001041,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit001041,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001041
bibit000607,136142,Satire,"Bolognetti, Francesco",500,Poesia,ita,,,,RM * 0418 * Rossi 154(45.D.19),bolognetti francesco::satire,selected,bibit000607,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit000607,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000607
bibit001372,137588,Introduzione al Poema di Dante per l'allegoria e Difesa di Dante come cattolico,"Borghini, Vincenzio",500,Poesia,ita,Lexis Progetti Editoriali,Roma,1999,IT\ICCU\TO0\0768353,borghini vincenzio::introduzione al poema di dante per l allegoria e difesa di dante come cattolico,selected,bibit001372,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit001372,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001372
bibit001641,138098,Soneti e Canzone,"Braccesi, Alessandro",400,Poesia,ita,Studium Parmense,Parma,1983,IT\ICCU\CFI\0001957,braccesi alessandro::soneti e canzone,selected,bibit001641,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,140425,35106,46809,http://www.bibliotecaitaliana.it/scheda/bibit001641,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001641
bibit000523,135978,Sermone sul dì del giudizio,Brancaleone da Faenza,400,Poesia,ita,L.S. Olschki,Firenze,1938,IT\ICCU\PAL\0182937,brancaleone da faenza::sermone sul di del giudizio,selected,bibit000523,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,140425,35106,46809,http://www.bibliotecaitaliana.it/scheda/bibit000523,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000523
bibit000347,135642,Tirsi,"Castiglione, Baldassarre",500,Poesia,ita,Antenore,Padova,1998,IT\ICCU\VEA\0104586,castiglione baldassarre::tirsi,selected,bibit000347,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit000347,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000347
bibit001436,137708,L'Acerba,Cecco d'Ascoli,300,Poesia,ita,Giuseppe Cesari,Ascoli Piceno,1927,IT\ICCU\ANA\0012650,cecco d ascoli::l acerba,selected,bibit001436,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,73533,18383,24511,http://www.bibliotecaitaliana.it/scheda/bibit001436,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001436
bibit000637,136200,Endimione,"Chariteo (Benedetto Gareth, detto il)",500,Poesia,ita,Tipogr. dell'Accad. delle Scienze,Napoli,1892,IT\ICCU\MIL\0137684,chariteo benedetto gareth detto il::endimione,selected,bibit000637,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit000637,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000637
bibit001086,137054,Vaiasseide,"Cortese, Giulio Cesare",600,Poesia,ita,Edizioni dell'Ateneo,Roma,1967,IT\ICCU\SBL\0098835,cortese giulio cesare::vaiasseide,selected,bibit001086,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,27699,6924,9233,http://www.bibliotecaitaliana.it/scheda/bibit001086,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001086
bibit000958,136812,Viaggio di Parnaso,"Cortese, Giulio Cesare",600,Poesia,ita,Edizioni dell'Ateneo,Roma,1967,IT\ICCU\SBL\0098835,cortese giulio cesare::viaggio di parnaso,selected,bibit000958,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,27699,6924,9233,http://www.bibliotecaitaliana.it/scheda/bibit000958,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000958
bibit000551,136032,Avemaria,Dolcibene de' Tori,300,Poesia,ita,Ponte delle Grazie,Firenze,1990,IT\ICCU\BVE\0010443,dolcibene de tori::avemaria,selected,bibit000551,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,73533,18383,24511,http://www.bibliotecaitaliana.it/scheda/bibit000551,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000551
bibit000628,136182,Crudo mar,"Figari, Pompeo",600,Poesia,ita,Garland Publishing,New York ; London,1986,IT\ICCU\VEA\0044735,figari pompeo::crudo mar,selected,bibit000628,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,27699,6924,9233,http://www.bibliotecaitaliana.it/scheda/bibit000628,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000628
bibit001346,137538,Esule dalle sfere,"Figari, Pompeo",600,Poesia,ita,ETS,Pisa,In corso di stampa,,figari pompeo::esule dalle sfere,selected,bibit001346,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,27699,6924,9233,http://www.bibliotecaitaliana.it/scheda/bibit001346,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001346
bibit000272,135500,Ode,"Fontanella, Girolamo",600,Poesia,ita,RES,San Mauro Torinese,1994,IT\ICCU\TO0\0333494,fontanella girolamo::ode,selected,bibit000272,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,27699,6924,9233,http://www.bibliotecaitaliana.it/scheda/bibit000272,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000272
bibit001268,137394,Laudes creaturarum,Francesco d'Assisi,200,Poesia,ita,Ricciardi,Milano [etc],stampa 1960,IT\ICCU\LO1\0317904,francesco d assisi::laudes creaturarum,selected,bibit001268,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,31641,7910,10547,http://www.bibliotecaitaliana.it/scheda/bibit001268,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001268
bibit001447,137730,Priapea,"Franco, Nicolò",500,Poesia,ita,Carabba,Lanciano,stampa 1916,IT\ICCU\RAV\0159225,franco nicolo::priapea,selected,bibit001447,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit001447,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001447
bibit001653,138122,Cerva Bianca,"Fregoso, Antonio Fileremo",500,Poesia,ita,Commissione per i testi di lingua,Bologna,1976,IT\ICCU\SBL\0058282,fregoso antonio fileremo::cerva bianca,selected,bibit001653,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit001653,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001653
bibit000888,136682,Contenzione di Pluto e Iro,"Fregoso, Antonio Fileremo",500,Poesia,ita,Commissione per i testi di lingua,Bologna,1976,IT\ICCU\SBL\0058282,fregoso antonio fileremo::contenzione di pluto e iro,selected,bibit000888,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit000888,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000888
bibit000963,136818,Dialogo de Fortuna,"Fregoso, Antonio Fileremo",500,Poesia,ita,Commissione per i testi di lingua,Bologna,1976,IT\ICCU\SBL\0058282,fregoso antonio fileremo::dialogo de fortuna,selected,bibit000963,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit000963,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000963
bibit000977,136846,Riso de Democrito e Pianto di Eraclito,"Fregoso, Antonio Fileremo",500,Poesia,ita,Commissione per i testi di lingua,Bologna,1976,IT\ICCU\SBL\0058282,fregoso antonio fileremo::riso de democrito e pianto di eraclito,selected,bibit000977,historical_non_sonnet_poetry,historical poetry candidate; TEI audit must confirm that explicit sonnets are segmented out,24066,6016,8022,http://www.bibliotecaitaliana.it/scheda/bibit000977,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000977
