ebook_id,title,authors,author_birth_years,author_death_years,languages,subjects,bookshelves,download_count,copyright,media_type,landing_page_url,plain_text_url,preliminary_role,period_bucket,inventory_status,genre_evidence,period_evidence,language_variety_evidence,translation_evidence,existing_project_source_ids,possible_existing_work_matches,intra_gutenberg_duplicate_ids,notes
74597,Novelle,"Visconti Venosta, Giovanni",1831,1906,it,Italian fiction -- 19th century,,327,False,Text,https://www.gutenberg.org/ebooks/74597,https://www.gutenberg.org/ebooks/74597.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1906,,,,broader:ll_sercambi_novelle,,Metadata-only role; full-text and edition audit required before activation.
26866,Le monete dei possedimenti veneziani di oltremare e di terraferma descritte ed illustrate da Vincenzo Lazari,"Lazari, Vincenzo",1823,1864,it,"Coins -- Balkan Peninsula;Coins -- Greece;Coins -- Italy;Coins, Italian -- Italy -- Venice (Province) -- History;Numismatics -- Italy -- Venice (Province) -- History",Category: History - European;IT Numismatica,326,False,Text,https://www.gutenberg.org/ebooks/26866,https://www.gutenberg.org/ebooks/26866.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1864,,,,,,Metadata-only role; full-text and edition audit required before activation.
35914,Garibaldi,"Crispi, Francesco",1818,1901,it,"Garibaldi, Giuseppe, 1807-1882",Category: Biographies;Category: History - European;IT Storia,326,False,Text,https://www.gutenberg.org/ebooks/35914,https://www.gutenberg.org/ebooks/35914.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1901,,,,,,Metadata-only role; full-text and edition audit required before activation.
38216,Fiori d'arancio,"Bracco, Roberto",1861,1943,it,Italian drama,Category: Plays/Films/Dramas;IT Teatro in prosa,326,False,Text,https://www.gutenberg.org/ebooks/38216,https://www.gutenberg.org/ebooks/38216.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1943,,,,,,Metadata-only role; full-text and edition audit required before activation.
44067,La Vettura Automobile: sue parti - suo funzionamento,"De Maria, Alamanno",,,it,Automobiles,Category: Engineering & Technology;IT Tecnologia,326,False,Text,https://www.gutenberg.org/ebooks/44067,https://www.gutenberg.org/ebooks/44067.txt.utf-8,date_and_role_review,unknown,review_missing_period_evidence,,one or more authors have no death year,,,,,,Metadata-only role; full-text and edition audit required before activation.
48206,Al rombo del cannone,"De Roberto, Federico",1861,1927,it,"World War, 1914-1918",Category: History - European;Category: History - Modern (1750+);Category: History - Other;Category: History - Warfare;IT Storia,326,False,Text,https://www.gutenberg.org/ebooks/48206,https://www.gutenberg.org/ebooks/48206.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1927,,,,,,Metadata-only role; full-text and edition audit required before activation.
51526,"La vita Italiana nel Risorgimento (1849-1861), parte 1: Quarta serie - Storia",Various,,,it,Italian literature -- 19th century;Italy -- Civilization -- 19th century;Italy -- History -- 1849-1870;Italy -- Intellectual life -- 19th century,Category: History - European;Category: History - Modern (1750+);Category: History - Royalty;IT Storia,326,False,Text,https://www.gutenberg.org/ebooks/51526,https://www.gutenberg.org/ebooks/51526.txt.utf-8,date_and_role_review,unknown,review_missing_period_evidence,,one or more authors have no death year,,,,,,Metadata-only role; full-text and edition audit required before activation.
71490,Il richiamo della foresta : $b romanzo,"London, Jack",1876,1916,it,Adventure stories;Animal welfare -- Fiction;Dogs -- Fiction;Feral dogs -- Fiction;Klondike River Valley (Yukon) -- Fiction;Nature stories;Pet theft -- Fiction;Sled dogs -- Fiction,Category: Adventure;Category: American Literature;Category: Classics of Literature;Category: Novels,326,False,Text,https://www.gutenberg.org/ebooks/71490,https://www.gutenberg.org/ebooks/71490.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1916,,,,,,Metadata-only role; full-text and edition audit required before activation.
76877,"I simboli : $b in rapporto alla storia e filosofia del diritto, alla psicologia e alla sociologia","Ferrero, Guglielmo",1871,1942,it,Symbolism;Symbolism in law,Category: Archaeology & Anthropology;Category: Language & Communication;Category: Law & Criminology;Category: Psychiatry/Psychology,326,False,Text,https://www.gutenberg.org/ebooks/76877,https://www.gutenberg.org/ebooks/76877.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1942,,,,,,Metadata-only role; full-text and edition audit required before activation.
13627,Memorie del Presbiterio: Scene di Provincia,"Praga, Emilio",1839,1875,it,Italian literature,Category: Novels;IT Romanzi,325,False,Text,https://www.gutenberg.org/ebooks/13627,https://www.gutenberg.org/ebooks/13627.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1875,,,,,,Metadata-only role; full-text and edition audit required before activation.
35802,Lusitania: Canti popolari portoghesi,,,,it,"Ballads, Portuguese -- Texts;Folk songs, Portuguese -- Texts;Portuguese poetry -- Translations into Italian","Category: Mythology, Legends & Folklore;Category: Poetry;IT Folklore",325,False,Text,https://www.gutenberg.org/ebooks/35802,https://www.gutenberg.org/ebooks/35802.txt.utf-8,historical_non_sonnet_poetry_candidate,unknown,review_translation_edition_date,poetry,no author dates in catalog metadata,,Translations into Italian,,,,Metadata-only role; full-text and edition audit required before activation.
58296,L'anatra: Allevamento per la produzione della carne,"Gonin, Carlo Alberto",,,it,Ducks;Ducks -- Breeding,Category: Economics;Category: How To ...;Category: Nutrition;Category: Science - Earth/Agricultural/Farming;IT Agraria,325,False,Text,https://www.gutenberg.org/ebooks/58296,https://www.gutenberg.org/ebooks/58296.txt.utf-8,date_and_role_review,unknown,review_missing_period_evidence,,one or more authors have no death year,,,,,,Metadata-only role; full-text and edition audit required before activation.
60644,"I tre moschettieri, vol. IV","Dumas, Alexandre",1802,1870,it,"Adventure and adventurers -- Fiction;France -- History -- Louis XIII, 1610-1643 -- Fiction;Historical fiction;Swordsmen -- Fiction",Category: Adventure;Category: French Literature;Category: Historical Novels;IT Romanzi,325,False,Text,https://www.gutenberg.org/ebooks/60644,https://www.gutenberg.org/ebooks/60644.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1870,,,,,,Metadata-only role; full-text and edition audit required before activation.
60788,"Storia dei musulmani di Sicilia, vol. III, parte I","Amari, Michele",1806,1889,it,Muslims -- Italy -- Sicily;Sicily (Italy) -- History -- 800-1016,Category: History - European;Category: History - Medieval/Middle Ages;IT Storia,325,False,Text,https://www.gutenberg.org/ebooks/60788,https://www.gutenberg.org/ebooks/60788.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1889,,,,,,Metadata-only role; full-text and edition audit required before activation.
11685,L'Endimione,"Metastasio, Pietro",1698,1782,it,Operas -- Librettos,"Category: Mythology, Legends & Folklore;Category: Plays/Films/Dramas;IT Poesia;Opera",324,False,Text,https://www.gutenberg.org/ebooks/11685,https://www.gutenberg.org/ebooks/11685.txt.utf-8,historical_non_sonnet_poetry_candidate,origins_through_1800,audit_then_deduplicate,Poesia,latest catalog author death year=1782,,,,,,Metadata-only role; full-text and edition audit required before activation.
19429,Poesie inedite vol. I,"Pellico, Silvio",1789,1854,it,Poetry,Category: Poetry;IT Poesia,324,False,Text,https://www.gutenberg.org/ebooks/19429,https://www.gutenberg.org/ebooks/19429.txt.utf-8,historical_non_sonnet_poetry_candidate,nineteenth_century_bridge,audit_then_deduplicate,Poesie,latest catalog author death year=1854,,,,,,Metadata-only role; full-text and edition audit required before activation.
30766,"Chiose alla cantica dell'Inferno di Dante Alighieri: pubblicate per la prima volta in corretta lezione con riscontri e fac-simili di codici, e precedute da una indagine critica","Alighieri, Jacopo",1289,1348,it,"Dante Alighieri, 1265-1321. Inferno","Category: Essays, Letters & Speeches;IT Letteratura",324,False,Text,https://www.gutenberg.org/ebooks/30766,https://www.gutenberg.org/ebooks/30766.txt.utf-8,historical_general_candidate,origins_through_1800,already_registered_project_gutenberg_source,,latest catalog author death year=1348,,,broader:pg_jacopo_alighieri_chiose_30766,,,Metadata-only role; full-text and edition audit required before activation.
47058,Le notti degli emigrati a Londra,"Petruccelli della Gattina, Ferdinando",1816,1890,it,Italian fiction -- 19th century,Category: Historical Novels;Category: Novels;IT Romanzi,324,False,Text,https://www.gutenberg.org/ebooks/47058,https://www.gutenberg.org/ebooks/47058.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1890,,,,,,Metadata-only role; full-text and edition audit required before activation.
56682,I Moncalvo,"Castelnuovo, Enrico",1839,1915,it,Brothers -- Fiction;Conversion -- Catholic Church -- Fiction;Historical fiction;Italy -- Fiction;Jewish families -- Italy -- History -- 19th century -- Fiction;Jewish fiction;Judaism -- Fiction;Social mobility -- Fiction,Category: Novels;IT Romanzi,324,False,Text,https://www.gutenberg.org/ebooks/56682,https://www.gutenberg.org/ebooks/56682.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1915,,,,,,Metadata-only role; full-text and edition audit required before activation.
69113,Spettri: dramma in tre atti,"Ibsen, Henrik",1828,1906,it,Domestic drama;Europe -- Social conditions -- 19th century -- Drama;Families -- Drama;Mothers and sons -- Drama;Norwegian drama -- Translations into Italian;Tragedies (Drama),Category: Plays/Films/Dramas,324,False,Text,https://www.gutenberg.org/ebooks/69113,https://www.gutenberg.org/ebooks/69113.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_translation_edition_date,,latest catalog author death year=1906,,Translations into Italian,,,,Metadata-only role; full-text and edition audit required before activation.
70952,La falce - Punizione - L'enigma,"Calandra, Edoardo",1852,1911,it,Italian fiction -- 20th century,Category: Novels,324,False,Text,https://www.gutenberg.org/ebooks/70952,https://www.gutenberg.org/ebooks/70952.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1911,,,,,,Metadata-only role; full-text and edition audit required before activation.
17834,La Zaffetta: Raccolta di rarissimi opuscoli italiani degli XV e XVI secoli II,"Venier, Lorenzo",1510,1550,fr;it,Poetry,Category: Humour;Category: Poetry;IT Poesia,323,False,Text,https://www.gutenberg.org/ebooks/17834,https://www.gutenberg.org/ebooks/17834.txt.utf-8,historical_non_sonnet_poetry_candidate,origins_through_1800,audit_then_deduplicate,Poetry,latest catalog author death year=1550,,,,,,Metadata-only role; full-text and edition audit required before activation.
26717,I suicidi di Parigi,"Petruccelli della Gattina, Ferdinando",1816,1890,it,Italian fiction -- 19th century,Category: French Literature;Category: Novels;Category: Romance;IT Romanzi,323,False,Text,https://www.gutenberg.org/ebooks/26717,https://www.gutenberg.org/ebooks/26717.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1890,,,,,,Metadata-only role; full-text and edition audit required before activation.
47163,Origine della lingua italiana: dissertazione,"Morandi, Luigi",1844,1922,it,Italian language -- History,Category: Language & Communication;IT Linguistica,323,False,Text,https://www.gutenberg.org/ebooks/47163,https://www.gutenberg.org/ebooks/47163.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1922,,,,,,Metadata-only role; full-text and edition audit required before activation.
50641,"Istoria civile del Regno di Napoli, v. 1","Giannone, Pietro",1676,1748,it,Italy -- History -- 476-1492;Naples (Kingdom) -- History,Category: History - European;IT Storia,323,False,Text,https://www.gutenberg.org/ebooks/50641,https://www.gutenberg.org/ebooks/50641.txt.utf-8,historical_general_candidate,origins_through_1800,audit_then_deduplicate,,latest catalog author death year=1748,,,,,,Metadata-only role; full-text and edition audit required before activation.
69901,"Cronica di Matteo Villani, vol. 4: A miglior lezione ridotta coll'aiuto de' testi a penna","Villani, Matteo",,1363,it,Florence (Italy) -- History,Category: History - Medieval/Middle Ages,323,False,Text,https://www.gutenberg.org/ebooks/69901,https://www.gutenberg.org/ebooks/69901.txt.utf-8,historical_general_candidate,origins_through_1800,already_registered_project_gutenberg_source,,latest catalog author death year=1363,,,broader:pg_villani_cronica_vol4_69901,,,Metadata-only role; full-text and edition audit required before activation.
9642,Poesie e novelle in versi,"Fontana, Ferdinando",1850,1919,it,Poetry,Category: Poetry;IT Poesia,322,False,Text,https://www.gutenberg.org/ebooks/9642,https://www.gutenberg.org/ebooks/9642.txt.utf-8,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,Poesie,latest catalog author death year=1919,,,,,,Metadata-only role; full-text and edition audit required before activation.
37932,Le disilluse,"Bracco, Roberto",1861,1943,it,Italian drama,Category: Literature - Other;Category: Plays/Films/Dramas;IT Teatro in prosa,322,False,Text,https://www.gutenberg.org/ebooks/37932,https://www.gutenberg.org/ebooks/37932.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1943,,,,,,Metadata-only role; full-text and edition audit required before activation.
49223,Fuochi di bivacco,"Oriani, Alfredo",1852,1909,it,Italian literature,"Category: Essays, Letters & Speeches;IT Narrativa varia",322,False,Text,https://www.gutenberg.org/ebooks/49223,https://www.gutenberg.org/ebooks/49223.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1909,,,,,,Metadata-only role; full-text and edition audit required before activation.
62038,Le cronache italiane nel Medio Evo,"Balzani, Ugo",1847,1916,it,Italy -- History -- 476-1268 -- Historiography,Category: History - European;Category: History - Medieval/Middle Ages;IT Storia,322,False,Text,https://www.gutenberg.org/ebooks/62038,https://www.gutenberg.org/ebooks/62038.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1916,,,,,,Metadata-only role; full-text and edition audit required before activation.
70994,Rogo d'amore : $b romanzo,Neera,1846,1918,it,Italian fiction -- 20th century,Category: Novels,322,False,Text,https://www.gutenberg.org/ebooks/70994,https://www.gutenberg.org/ebooks/70994.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1918,,,,,,Metadata-only role; full-text and edition audit required before activation.
28867,Racconti fantastici,"Tarchetti, Iginio Ugo",1841,1869,it,"Fantasy fiction, Italian;Italy -- Social life and customs -- Fiction",Category: Science-Fiction & Fantasy;Category: Short Stories;IT Racconti,321,False,Text,https://www.gutenberg.org/ebooks/28867,https://www.gutenberg.org/ebooks/28867.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1869,,,,,,Metadata-only role; full-text and edition audit required before activation.
35065,Il bacio della contessa Savina,"Caccianiga, Antonio",1823,1909,it,Italian fiction,Category: Novels;IT Romanzi,321,False,Text,https://www.gutenberg.org/ebooks/35065,https://www.gutenberg.org/ebooks/35065.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1909,,,,,,Metadata-only role; full-text and edition audit required before activation.
46875,Nuovi racconti: Dopo venticinque anni; Lo Specchio rotto; Il Parassita indipendente; Il Maestro di calligrafia; L'Orologio fermo; La Lettera di Margherita,"Castelnuovo, Enrico",1839,1915,it,"Italian fiction -- 19th century;Short stories, Italian",Category: Short Stories;IT Racconti,321,False,Text,https://www.gutenberg.org/ebooks/46875,https://www.gutenberg.org/ebooks/46875.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1915,,,,,,Metadata-only role; full-text and edition audit required before activation.
50644,"Istoria civile del Regno di Napoli, v. 4","Giannone, Pietro",1676,1748,it,Italy -- History -- 476-1492;Naples (Kingdom) -- History,Category: History - European;Category: History - Royalty;IT Storia,321,False,Text,https://www.gutenberg.org/ebooks/50644,https://www.gutenberg.org/ebooks/50644.txt.utf-8,historical_general_candidate,origins_through_1800,audit_then_deduplicate,,latest catalog author death year=1748,,,,,,Metadata-only role; full-text and edition audit required before activation.
70020,La spada di fuoco : $b racconto,"Barrili, Anton Giulio",1836,1908,it,Italian fiction -- 19th century,Category: Novels,321,False,Text,https://www.gutenberg.org/ebooks/70020,https://www.gutenberg.org/ebooks/70020.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1908,,,,,,Metadata-only role; full-text and edition audit required before activation.
45225,"Storia della decadenza e rovina dell'impero romano, volume 11","Gibbon, Edward",1737,1794,it,"Byzantine Empire -- History -- To 527;Rome -- History -- Empire, 30 B.C.-476 A.D.",Category: History - Ancient;Category: History - Other;Category: History - Religious;IT Storia,320,False,Text,https://www.gutenberg.org/ebooks/45225,https://www.gutenberg.org/ebooks/45225.txt.utf-8,historical_general_candidate,origins_through_1800,audit_then_deduplicate,,latest catalog author death year=1794,,,,,,Metadata-only role; full-text and edition audit required before activation.
51036,Homo,"Cena, Giovanni",1870,1917,it,Italian poetry -- 20th century,Category: Poetry;IT Poesia,320,False,Text,https://www.gutenberg.org/ebooks/51036,https://www.gutenberg.org/ebooks/51036.txt.utf-8,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,poetry,latest catalog author death year=1917,,,,,,Metadata-only role; full-text and edition audit required before activation.
57787,Orlando innamorato,"Boiardo, Matteo Maria",1440,1494,it,"Epic poetry, Italian","Category: Historical Novels;Category: Mythology, Legends & Folklore;Category: Poetry",320,False,Text,https://www.gutenberg.org/ebooks/57787,https://www.gutenberg.org/ebooks/57787.txt.utf-8,historical_non_sonnet_poetry_candidate,origins_through_1800,deduplicate_before_full_text_audit,Epic poetry,latest catalog author death year=1494,,,,bibit:bibit000049,,Metadata-only role; full-text and edition audit required before activation.
63106,Una partita a scacchi; Il Trionfo d'amore; Intermezzi e scene,"Giacosa, Giuseppe",1847,1906,it,Italian drama -- 19th century,"Category: Mythology, Legends & Folklore;Category: Plays/Films/Dramas",320,False,Text,https://www.gutenberg.org/ebooks/63106,https://www.gutenberg.org/ebooks/63106.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1906,,,,,,Metadata-only role; full-text and edition audit required before activation.
12446,Il Designato: Romanzo,"Zùccoli, Luciano",1868,1929,it,Fiction,Category: Novels;IT Romanzi,319,False,Text,https://www.gutenberg.org/ebooks/12446,https://www.gutenberg.org/ebooks/12446.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1929,,,,,,Metadata-only role; full-text and edition audit required before activation.
29409,La guerra del Vespro Siciliano vol. 1: Un periodo delle storie Siciliane del secolo XIII,"Amari, Michele",1806,1889,it,"Sicilian Vespers, Italy, 1282;Sicily (Italy) -- History",Category: History - European;Category: History - Medieval/Middle Ages;IT Storia,319,False,Text,https://www.gutenberg.org/ebooks/29409,https://www.gutenberg.org/ebooks/29409.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1889,,,,,,Metadata-only role; full-text and edition audit required before activation.
35801,'O voto: Scene popolari napoletane in tre atti,"Di Giacomo, Salvatore",1860,1934,it,Italian drama,Category: Plays/Films/Dramas;IT Teatro dialettale,319,False,Text,https://www.gutenberg.org/ebooks/35801,https://www.gutenberg.org/ebooks/35801.txt.utf-8,excluded_language_variety_metadata,author_died_after_1900_review,exclude_core_language_variety_metadata,,latest catalog author death year=1934,dialettale,,,,,Metadata-only role; full-text and edition audit required before activation.
40326,"Traduzione di Elia Morpurgo de' Discorsi Ebraici di Tolleranza e Felicità: diretti da Naftalì Herz Weisel, agli Ebrei dimoranti ne' dominj dell'Augustissimo Imperadore Giuseppe II. il Giusto con le note del traduttore","Wessely, Naphtali Herz;Morpurgo, Elia",1725;,1805;,it,"Joseph II, Holy Roman Emperor, 1741-1790",Category: History - European;Category: History - Modern (1750+);Category: Philosophy & Ethics;Category: Religion/Spirituality;IT Scienze politiche,319,False,Text,https://www.gutenberg.org/ebooks/40326,https://www.gutenberg.org/ebooks/40326.txt.utf-8,date_and_role_review,unknown,review_translation_edition_date,,one or more authors have no death year,,Traduzione,,,,Metadata-only role; full-text and edition audit required before activation.
42198,I funghi mangerecci e velenosi dell'Europa media: con speciale riguardo a quelli che crescono nel Trentino - II edizione riveduta ed aumentata,"Bresadola, Giacomo",1847,1929,it,Fungi -- Pictorial works;Mushrooms -- Italy -- Identification,Category: Nature/Gardening/Animals;Category: Science - Biology;IT Botanica,319,False,Text,https://www.gutenberg.org/ebooks/42198,https://www.gutenberg.org/ebooks/42198.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1929,,,,,,Metadata-only role; full-text and edition audit required before activation.
49062,"Passeggiate per l'Italia, vol. 5","Gregorovius, Ferdinand",1821,1891,it,Italy -- Description and travel,Category: History - European;Category: Travel Writing;IT Viaggi,319,False,Text,https://www.gutenberg.org/ebooks/49062,https://www.gutenberg.org/ebooks/49062.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1891,,,,,,Metadata-only role; full-text and edition audit required before activation.
58248,Il Conte di Virtù vol. 2/2: Storia italiana del secolo XIV,"Belgiojoso, Carlo",1815,1881,it,"Giangaleazzo Visconti, Duke of Milan, 1351-1402 -- Fiction",Category: History - European;Category: History - Medieval/Middle Ages;IT Romanzi storici,319,False,Text,https://www.gutenberg.org/ebooks/58248,https://www.gutenberg.org/ebooks/58248.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1881,,,,,,Metadata-only role; full-text and edition audit required before activation.
60498,"Storia di Milano, vol. 2","Verri, Pietro",1728,1797,it,Milan (Italy) -- History,Category: History - European;IT Storia,319,False,Text,https://www.gutenberg.org/ebooks/60498,https://www.gutenberg.org/ebooks/60498.txt.utf-8,historical_general_candidate,origins_through_1800,audit_then_deduplicate,,latest catalog author death year=1797,,,,,,Metadata-only role; full-text and edition audit required before activation.
62789,"Peregrinazioni d'uno zingaro per laghi ed Alpi: Il Lago Maggiore, l'Ossola, la Frua e il Gries","Carrera, Valentino",1834,1895,it,"Maggiore, Lake (Italy and Switzerland);Ossola Valley (Italy) -- Description and travel;Ticino River Valley (Switzerland and Italy) -- Description and travel",Category: Travel Writing;IT Viaggi,319,False,Text,https://www.gutenberg.org/ebooks/62789,https://www.gutenberg.org/ebooks/62789.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1895,,,,,,Metadata-only role; full-text and edition audit required before activation.
70053,Capelli biondi : $b romanzo,"Farina, Salvatore",1846,1918,it,Italian fiction -- 19th century,Category: Novels,319,False,Text,https://www.gutenberg.org/ebooks/70053,https://www.gutenberg.org/ebooks/70053.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1918,,,,,,Metadata-only role; full-text and edition audit required before activation.
17905,Vecchie cadenze e nuove,"De Marchi, Emilio",1851,1901,it,Poetry,Category: Poetry;IT Poesia,318,False,Text,https://www.gutenberg.org/ebooks/17905,https://www.gutenberg.org/ebooks/17905.txt.utf-8,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,Poetry,latest catalog author death year=1901,,,,,,Metadata-only role; full-text and edition audit required before activation.
27590,Cabiria: Visione storica del terzo secolo A. C.,"D'Annunzio, Gabriele",1863,1938,it,Italian drama,Category: Adventure;Category: Historical Novels;IT Arte varia,318,False,Text,https://www.gutenberg.org/ebooks/27590,https://www.gutenberg.org/ebooks/27590.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1938,,,,,,Metadata-only role; full-text and edition audit required before activation.
33954,"Il libro della cucina del sec. XIV, testo di lingua non mai fin qui stampato",,,,it,"Cookbooks;Cooking -- Early works to 1800;Cooking, Italian",Category: Cooking & Drinking;Category: History - Medieval/Middle Ages;Cookbooks and Cooking;IT Cucina,318,False,Text,https://www.gutenberg.org/ebooks/33954,https://www.gutenberg.org/ebooks/33954.txt.utf-8,date_and_role_review,unknown,review_missing_period_evidence,,no author dates in catalog metadata,,,,,,Metadata-only role; full-text and edition audit required before activation.
41555,Il Valdarno da Firenze al mare,"Carocci, Guido",1851,1916,it,Arno River Valley (Italy) -- Description and travel;Art -- Italy,Category: Architecture;Category: Art;Category: History - European;Category: Travel Writing;IT Geografia,318,False,Text,https://www.gutenberg.org/ebooks/41555,https://www.gutenberg.org/ebooks/41555.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1916,,,,,,Metadata-only role; full-text and edition audit required before activation.
42610,Come l'onda... Novelle,"Capuana, Luigi",1839,1915,it,"Fiction;Short stories, Italian",Category: Romance;Category: Short Stories;IT Racconti,318,False,Text,https://www.gutenberg.org/ebooks/42610,https://www.gutenberg.org/ebooks/42610.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1915,,,,,,Metadata-only role; full-text and edition audit required before activation.
42698,Eh! la vita....: Novelle,"Capuana, Luigi",1839,1915,it,"Fiction;Short stories, Italian",Category: Short Stories;IT Racconti,318,False,Text,https://www.gutenberg.org/ebooks/42698,https://www.gutenberg.org/ebooks/42698.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1915,,,,,,Metadata-only role; full-text and edition audit required before activation.
45126,La Seconda e Terza Guerra Punica: Tratto da un codice dell'Ambrosiana,"Bruni, Leonardo",1369,1444,it,"Punic War, 2nd, 218-201 B.C.;Punic War, 3rd, 149-146 B.C.",Category: History - Ancient;Category: History - Warfare;IT Storia,318,False,Text,https://www.gutenberg.org/ebooks/45126,https://www.gutenberg.org/ebooks/45126.txt.utf-8,historical_general_candidate,origins_through_1800,audit_then_deduplicate,,latest catalog author death year=1444,,,,,,Metadata-only role; full-text and edition audit required before activation.
49429,Mezzo secolo di patriotismo: Saggi storici,"Bonfadini, Romualdo",1831,1899,it,"Italy -- History -- 1789-1815;Italy -- History -- 1849-1870;Lodi, Francesco Melzi d'Eril, duca di, 1753-1816","Category: Essays, Letters & Speeches;Category: History - European;Category: History - Modern (1750+);IT Storia",318,False,Text,https://www.gutenberg.org/ebooks/49429,https://www.gutenberg.org/ebooks/49429.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1899,,,,,,Metadata-only role; full-text and edition audit required before activation.
51402,"La vita Italiana nel Risorgimento (1831-1846), parte 3: Seconda serie - Lettere, scienze e arti",Various,,,it,Italian literature -- 19th century;Italy -- Civilization -- 19th century;Italy -- History -- 1815-1870;Italy -- Intellectual life -- 19th century,Category: History - European;Category: History - Modern (1750+);Category: History - Other;IT Storia,318,False,Text,https://www.gutenberg.org/ebooks/51402,https://www.gutenberg.org/ebooks/51402.txt.utf-8,date_and_role_review,unknown,review_missing_period_evidence,,one or more authors have no death year,,,,,,Metadata-only role; full-text and edition audit required before activation.
63363,"Storia degli Italiani, vol. 02 (di 15)","Cantù, Cesare",1804,1895,it,Italy -- History,Category: History - Ancient;Category: History - Warfare,318,False,Text,https://www.gutenberg.org/ebooks/63363,https://www.gutenberg.org/ebooks/63363.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1895,,,,,,Metadata-only role; full-text and edition audit required before activation.
69902,"Cronica di Matteo Villani, vol. 5: A miglior lezione ridotta coll'aiuto de' testi a penna","Villani, Matteo",,1363,it,Florence (Italy) -- History,Category: History - European;Category: History - Medieval/Middle Ages,318,False,Text,https://www.gutenberg.org/ebooks/69902,https://www.gutenberg.org/ebooks/69902.txt.utf-8,historical_general_candidate,origins_through_1800,already_registered_project_gutenberg_source,,latest catalog author death year=1363,,,broader:pg_villani_cronica_vol5_69902,,,Metadata-only role; full-text and edition audit required before activation.
